OTU_ID	run1-Lj105-rep1	run1-Lj105-rep2	run1-Lj105-rep3	run2-Lj105-rep1	run2-Lj105-rep2	run2-Lj105-rep3	run3-Lj105-rep1	run3-Lj105-rep2	run3-Lj105-rep3	run2-nbh94	run2-nbh96	taxonomy
SH174569.07FU_FR773252_reps	704	734	759	747	722	766	730	737	817	0	2	k__Fungi;p__Zygomycota;c__Incertae sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella humilis
SH186618.07FU_FJ427049_refs	684	670	635	0	0	0	0	0	0	1	0	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae sedis;g__Cryptococcus;s__Cryptococcus terricola
SH190017.07FU_AF444350_refs	639	648	657	672	625	617	685	618	647	0	0	k__Fungi;p__Zygomycota;c__Incertae sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella sp
SH204309.07FU_HM036615_reps	605	518	553	600	506	550	570	538	527	173	99	k__Fungi;p__Zygomycota;c__Incertae sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella sp
SH190496.07FU_JQ890272_reps	575	568	628	624	591	594	641	556	561	0	0	k__Fungi;p__Zygomycota;c__Incertae sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella pseudozygospora
SH215226.07FU_EU754954_reps	536	545	550	532	551	568	545	599	567	0	0	k__Fungi;p__Zygomycota;c__Incertae sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella sp
SH279517.07FU_AF033490_refs	424	431	407	409	419	381	413	404	401	384	154	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae sedis;g__Cryptococcus;s__Cryptococcus podzolicus
SH180461.07FU_HQ709322_refs	349	328	343	338	294	298	285	335	300	0	0	k__Fungi;p__Zygomycota;c__Incertae sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella horticola
SH198656.07FU_DQ420826_reps	343	281	293	70	89	84	329	333	322	0	2	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Myxotrichaceae;g__Pseudogymnoascus;s__Pseudogymnoascus roseus
SH198113.07FU_KF646108_reps	275	284	243	264	276	253	273	281	223	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Incertae sedis;g__Ilyonectria;s__Ilyonectria mors-panacis
SH195345.07FU_KF981440_refs	203	178	212	215	187	230	233	229	229	0	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Geomyces;s__Geomyces auratus
SH202967.07FU_JF735288_refs	202	184	198	194	184	219	187	183	188	0	0	k__Fungi;p__Zygomycota;c__Incertae sedis;o__Mucorales;f__Umbelopsidaceae;g__Umbelopsis;s__Umbelopsis sp
SH357830.07FU_AF145319_refs	189	181	173	224	218	211	194	199	192	1072	114	k__Fungi;p__Zygomycota;c__Incertae sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella rishikesha
SH197643.07FU_JF747094_refs	186	209	188	193	201	207	175	183	188	8	1	k__Fungi;p__Zygomycota;c__Incertae sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella amoeboidea
SH180111.07FU_AB520500_reps	158	203	197	181	214	191	156	211	147	54	147	k__Fungi;p__Zygomycota;c__Incertae sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella alpina
SH190741.07FU_HG532069_reps	157	158	177	102	180	141	140	162	157	0	0	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;s__Penicillium swiecickii
SH204312.07FU_JX029107_reps	148	131	178	157	152	142	154	163	154	0	0	k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota sp
SH183633.07FU_EU489899_reps	137	131	115	140	146	145	125	129	126	0	0	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae sedis;g__Cryptococcus;s__Cryptococcus terreus
SH198117.07FU_JN859270_refs	127	145	124	143	131	134	134	118	147	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae;g__Hyphoderma;s__Hyphoderma setigerum
SH212824.07FU_AF444417_refs	119	119	131	129	156	146	117	138	127	270	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Humicola;s__Humicola sp
SH196036.07FU_KC171335_refs	110	112	138	107	122	104	98	122	124	0	0	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala;s__Exophiala equina
SH196780.07FU_HQ630323_refs	106	124	112	107	132	134	95	96	125	0	0	k__Fungi;p__Zygomycota;c__Incertae sedis;o__Mucorales;f__Umbelopsidaceae;g__Umbelopsis;s__Umbelopsis ramanniana
SH217585.07FU_HQ703419_reps	106	129	110	118	117	131	126	116	150	0	0	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Incertae sedis;g__Tetracladium;s__Tetracladium maxilliforme
SH215929.07FU_AY129291_refs	88	90	81	91	93	103	83	88	107	0	0	k__Fungi;p__Zygomycota;c__Incertae sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella gamsii
SH191396.07FU_EF635677_reps	81	95	75	77	94	80	71	73	77	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Incertae sedis;g__Didymella;s__Didymella phacae
SH202969.07FU_AY677291_refs	79	89	70	79	82	94	0	0	0	213	35	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Chaetomium;s__Chaetomium sp
SH203911.07FU_FJ440917_reps	79	76	75	73	81	91	79	93	90	0	0	k__Fungi;p__Zygomycota;c__Incertae sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella sp
SH213615.07FU_JQ346988_reps	76	69	77	68	102	91	75	73	72	0	0	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Paecilomyces;s__Paecilomyces sp
SH210932.07FU_EU516991_reps	73	73	77	63	82	62	65	74	73	235	185	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__unidentified;s__Chaetomiaceae sp
SH180465.07FU_FR682430_reps	70	48	96	69	58	91	72	71	79	0	0	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unidentified;g__unidentified;s__Helotiales sp
SH206026.07FU_HM589418_reps	67	60	55	61	57	62	70	46	59	0	0	k__Fungi;p__Zygomycota;c__Incertae sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella gemmifera
SH202710.07FU_GU174321_reps	60	47	60	78	48	60	53	45	52	0	0	k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi sp
SH204315.07FU_EU490420_reps	60	81	71	69	61	66	58	63	65	36	26	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__unidentified;f__unidentified;g__unidentified;s__Sordariomycetes sp
SH183634.07FU_HQ630346_refs	58	47	54	57	49	51	76	49	57	758	92	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;s__Penicillium virgatum
SH199402.07FU_DQ267912_refs	58	51	48	58	62	48	46	74	49	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__unidentified;s__Russulaceae sp
SH245104.07FU_GU237797_refs	55	52	54	49	82	62	650	582	596	184	135	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;s__Penicillium brevicompactum
SH217882.07FU_JF506840_reps	52	39	30	29	37	42	27	37	34	270	242	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Ophiocordycipitaceae;g__Purpureocillium;s__Purpureocillium lilacinum
SH184641.07FU_KC707769_reps	50	34	46	35	40	41	37	38	42	0	0	k__Fungi;p__Zygomycota;c__Incertae sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella gamsii
SH211137.07FU_GU721215_reps	49	56	25	55	49	48	0	0	0	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__Russula variata
SH174174.07FU_AY805586_reps	47	39	48	50	59	40	61	50	46	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Hypocrea;s__Hypocrea moravica
SH215930.07FU_EU113187_refs	46	66	38	41	55	54	41	55	35	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__Russula sp
SH183329.07FU_DQ117451_refs	45	42	34	52	47	47	39	26	47	0	0	k__Fungi;p__Zygomycota;c__Incertae sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella horticola
SH213261.07FU_GU083193_reps	43	60	49	78	80	78	61	66	64	427	105	k__Fungi;p__Ascomycota;c__Incertae sedis;o__Incertae sedis;f__Incertae sedis;g__Staphylotrichum;s__Staphylotrichum coccosporum
SH194014.07FU_AF139627_refs	43	60	40	47	55	58	39	53	59	0	0	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Leucosporidiales;f__unidentified;g__unidentified;s__Leucosporidiales sp
SH204641.07FU_HM239706_reps	41	29	48	33	36	55	30	28	35	142	8	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;s__Penicillium spathulatum
SH196794.07FU_AM981227_reps	41	39	55	37	51	46	44	45	45	0	0	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Myxotrichaceae;g__Oidiodendron;s__Oidiodendron echinulatum
SH238190.07FU_JF735320_refs	34	20	22	26	27	25	19	11	22	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__unidentified;f__unidentified;g__unidentified;s__Sordariomycetes sp
SH206410.07FU_GQ153037_reps	32	37	27	44	42	30	46	34	29	0	0	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Cystofilobasidiaceae;g__Guehomyces;s__Guehomyces pullulans
SH186928.07FU_EF419908_reps	31	29	35	4	2	3	32	34	27	22	18	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__unidentified;s__Trichocomaceae sp
SH214037.07FU_AF145323_refs	30	35	36	37	39	35	29	35	32	0	0	k__Fungi;p__Zygomycota;c__Incertae sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella sp
SH198285.07FU_KC292869_reps	29	40	27	41	34	27	35	27	19	63	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;s__Penicillium daleae
SH216342.07FU_GQ981505_refs	29	26	34	30	30	33	31	27	25	0	0	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unidentified;g__unidentified;s__Helotiales sp
SH180116.07FU_KC965180_reps	28	27	12	35	33	22	30	24	21	0	0	k__Fungi;p__Zygomycota;c__Incertae sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella globulifera
SH175275.07FU_GU055572_reps	27	21	20	17	32	20	24	26	17	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__Russula cyanoxantha
SH278439.07FU_EF159211_refs	26	16	20	0	0	0	0	0	0	0	0	k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi sp
SH180112.07FU_AY842393_reps	24	37	32	0	0	0	0	0	0	1	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;g__unidentified;s__Chaetosphaeriaceae sp
SH195295.07FU_AB625592_refs	23	33	26	14	27	23	19	26	22	4	0	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;s__Penicillium simplicissimum
SH206665.07FU_DQ093715_reps	22	13	25	22	12	19	0	0	0	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__Russula vesca
SH174616.07FU_HQ445173_reps	22	22	16	23	19	16	24	18	17	458	27	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__unidentified;s__Trichocomaceae sp
SH221457.07FU_EU516706_reps	22	35	31	36	41	23	33	37	30	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Ophiostomatales;f__Ophiostomataceae;g__Sporothrix;s__Sporothrix inflata
SH191373.07FU_JF519325_reps	21	22	29	20	34	26	17	27	22	5	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__unidentified;s__Lasiosphaeriaceae sp
SH202460.07FU_JN400824_reps	21	18	20	27	17	20	29	15	23	0	0	k__Fungi;p__Zygomycota;c__Incertae sedis;o__Mortierellales;f__unidentified;g__unidentified;s__Mortierellales sp
SH186775.07FU_DQ249992_refs	20	14	20	13	9	11	19	11	18	28	220	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__unidentified;g__unidentified;s__Capnodiales sp
SH079549.07FU_UDB011435_refs	20	11	16	25	14	21	19	10	20	0	0	k__Fungi;p__Zygomycota;c__Incertae sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella angusta
SH197129.07FU_AF490393_refs	20	16	17	16	12	19	22	14	21	0	0	k__Fungi;p__Ascomycota;c__Incertae sedis;o__Incertae sedis;f__Incertae sedis;g__Gyoerffyella;s__Gyoerffyella entomobryoides
SH202716.07FU_AY970178_reps	19	25	11	12	18	14	13	15	12	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__Trichoderma fomiticola
SH215928.07FU_GU910366_reps	18	23	21	20	28	25	16	15	19	0	0	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unidentified;g__unidentified;s__Helotiales sp
SH395979.07FU_AY793444_refs	18	23	18	28	17	23	20	23	27	87	31	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium solani
SH180110.07FU_JF461132_reps	17	26	33	29	30	28	16	25	33	182	115	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;s__Penicillium cairnsense
SH177710.07FU_FJ860782_refs	17	16	16	1	1	2	19	11	22	74	244	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Metarhizium;s__Metarhizium marquandii
SH287579.07FU_HQ880792_refs	17	12	16	25	11	20	20	7	21	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__Trichoderma longipilis
SH193385.07FU_KJ508258_reps	16	20	18	16	19	33	32	22	33	5	83	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__unidentified;s__Lasiosphaeriaceae sp
SH201719.07FU_AB712026_reps	16	21	14	22	19	13	1	8	1	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Sebacina;s__Sebacina sp
SH198278.07FU_KF569843_reps	15	11	13	14	17	9	15	11	15	0	0	k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota sp
SH175879.07FU_DQ112557_refs	15	24	18	17	20	27	18	11	17	0	0	k__Fungi;p__Zygomycota;c__Incertae sedis;o__Mucorales;f__Umbelopsidaceae;g__Umbelopsis;s__Umbelopsis dimorpha
SH350573.07FU_KJ174211_refs	13	10	6	12	8	12	0	0	0	0	0	k__Fungi;p__Zygomycota;c__Incertae sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella sp
SH192576.07FU_KF212327_reps	13	1	4	10	3	4	13	5	5	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Nectria;s__Nectria ramulariae
SH187220.07FU_EF059994_reps	13	12	6	3	11	5	9	8	8	0	0	k__Fungi;p__Zygomycota;c__Incertae sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella macrocystis
SH197861.07FU_AY833038_reps	13	8	5	15	11	8	6	8	16	0	0	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__unidentified;f__unidentified;g__unidentified;s__Tremellomycetes sp
SH183330.07FU_DQ117455_refs	12	15	14	16	12	6	14	17	3	0	0	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Leohumicola;s__Leohumicola minima
SH201184.07FU_JX489802_reps	12	17	13	22	11	18	16	14	16	12	38	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__Trichoderma pubescens
SH190019.07FU_AF145324_refs	12	9	14	22	11	4	13	13	10	40	0	k__Fungi;p__Ascomycota;c__Incertae sedis;o__Incertae sedis;f__Incertae sedis;g__Staphylotrichum;s__Staphylotrichum boninense
SH183690.07FU_DQ421309_reps	11	15	14	12	7	11	10	15	10	0	0	k__Fungi;p__Zygomycota;c__Incertae sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella minutissima
SH202720.07FU_DQ093754_refs	11	11	4	11	5	7	2	4	9	0	0	k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi sp
SH345969.07FU_GU237862_refs	10	11	15	11	16	8	10	7	7	0	0	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae sedis;g__Cryptococcus;s__Cryptococcus fuscescens
SH186799.07FU_FM207640_reps	10	12	10	16	12	12	1	3	6	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__Russula sp
SH334145.07FU_KC171349_refs	10	12	6	0	0	0	6	8	12	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Davidiellaceae;g__Cladosporium;s__Cladosporium flabelliforme
SH215688.07FU_EU669387_reps	10	3	6	6	5	8	9	2	1	0	0	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae;g__unidentified;s__Dermateaceae sp
SH218624.07FU_KC457014_reps	10	4	10	12	15	11	11	9	7	51	37	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;g__Chaetosphaeria;s__Chaetosphaeria vermicularioides
SH183014.07FU_FN392311_reps	10	11	6	11	9	11	9	17	10	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita rubrovolvata
SH197652.07FU_HQ446088_reps	10	13	7	4	9	10	6	10	9	33	47	k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota sp
SH208736.07FU_GU566294_reps	10	5	4	14	7	3	6	5	6	0	0	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Pseudaleuria;s__Pseudaleuria sp
SH213281.07FU_GU083068_reps	10	2	2	4	3	6	2	2	0	66	338	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Ganodermataceae;g__Ganoderma;s__Ganoderma gibbosum
SH180760.07FU_GQ996127_reps	10	5	7	3	5	7	1	4	2	24	47	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Aspergillus;s__Aspergillus wentii
SH183895.07FU_GQ996179_reps	10	3	7	6	4	7	7	8	9	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hygrophoraceae;g__Hygrocybe;s__Hygrocybe conica
SH218895.07FU_KF412412_reps	9	14	16	19	18	11	20	9	10	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__unidentified;g__unidentified;s__Agaricales sp
SH195328.07FU_KC222723_reps	9	10	10	5	8	15	5	13	14	27	852	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__unidentified;s__Psathyrellaceae sp
SH198655.07FU_GQ203759_reps	9	9	8	11	9	12	7	10	10	0	0	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Byssonectria;s__Byssonectria terrestris
SH191083.07FU_KC965426_reps	9	2	9	1	8	6	2	8	8	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__unidentified;g__unidentified;s__Agaricales sp
SH357827.07FU_AF444351_refs	9	9	13	16	12	20	11	3	7	0	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Incertae sedis;g__Stagonosporopsis;s__Stagonosporopsis dorenboschii
SH190976.07FU_AY572018_reps	9	7	6	8	3	13	6	4	6	0	0	k__Fungi;p__Zygomycota;c__Incertae sedis;o__Mucorales;f__Umbelopsidaceae;g__Umbelopsis;s__Umbelopsis sp
SH202978.07FU_HE998756_reps	9	6	7	4	6	12	6	9	10	0	0	k__Fungi;p__Zygomycota;c__Incertae sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella cystojenkinii
SH186976.07FU_EF467438_reps	9	4	5	39	33	33	3	7	5	14	353	k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi sp
SH218889.07FU_GU479320_reps	9	8	5	6	9	10	8	12	12	7	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Incertae sedis;g__Phoma;s__Phoma crystallifera
SH180117.07FU_JQ666665_reps	8	10	5	11	10	8	9	13	10	0	0	k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota sp
SH204485.07FU_EF029237_reps	8	5	4	2	0	1	3	3	2	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Ophiocordycipitaceae;g__Tolypocladium;s__Tolypocladium inflatum
SH206031.07FU_HQ533847_reps	8	13	15	7	9	16	12	11	14	19	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__Trichoderma rossicum
SH386829.07FU_DQ267916_refs	8	11	16	10	10	9	9	15	14	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__unidentified;g__unidentified;s__Agaricales sp
SH194816.07FU_JX270358_reps	8	7	6	8	8	9	4	7	7	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Sebacina;s__Sebacina sp
SH193439.07FU_AF444570_refs	8	5	10	7	14	6	8	7	6	68	60	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__unidentified;s__Chaetomiaceae sp
SH200452.07FU_FJ553048_reps	8	3	3	5	1	2	3	3	1	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Neonectria;s__Neonectria sp
SH198115.07FU_AF128440_refs	7	4	9	13	11	10	13	5	3	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__unidentified;s__Chaetomiaceae sp
SH374010.07FU_AY706334_refs	7	7	5	18	10	7	10	5	8	0	0	k__Fungi;p__Zygomycota;c__Incertae sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella sp
SH213272.07FU_GU997952_reps	7	6	7	8	9	13	12	8	6	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__Trichoderma parapiluliferum
SH199216.07FU_AF502637_reps	7	3	2	3	2	3	5	4	4	0	0	k__Fungi;p__Ascomycota;c__Incertae sedis;o__Incertae sedis;f__Incertae sedis;g__Knufia;s__Knufia peltigerae
SH213264.07FU_KC876147_reps	7	4	9	9	2	4	10	7	7	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__Russula cyanoxantha
SH213271.07FU_AY843201_reps	7	5	6	8	4	5	4	1	3	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Clavulinaceae;g__unidentified;s__Clavulinaceae sp
SH180464.07FU_DQ421062_reps	7	5	9	2	5	13	6	9	4	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__Trichoderma viride
SH220349.07FU_JN943116_refs	7	4	9	4	7	9	3	10	6	67	120	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;s__Penicillium westlingii
SH229375.07FU_DQ083011_refs	6	7	4	4	7	5	5	5	6	0	0	k__Fungi;p__Zygomycota;c__Incertae sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella longigemmata
SH217001.07FU_JQ666600_reps	6	4	8	4	8	11	2	3	6	2	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Ophiocordycipitaceae;g__unidentified;s__Ophiocordycipitaceae sp
SH217880.07FU_KJ591760_reps	6	0	4	8	1	2	5	3	3	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Sebacina;s__Sebacina sp
SH182683.07FU_JF432968_reps	6	5	5	9	4	10	5	3	4	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Pochonia;s__Pochonia bulbillosa
SH086742.07FU_AF033454_refs_singleton	6	1	2	1	7	1	3	3	5	0	0	k__Fungi;p__Ascomycota;c__Incertae sedis;o__Incertae sedis;f__Pseudeurotiaceae;g__Pseudeurotium;s__Pseudeurotium hygrophilum
SH107829.07FU_UDB000778_refs_singleton	6	7	4	8	9	5	4	5	3	0	0	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Myxotrichaceae;g__Oidiodendron;s__Oidiodendron echinulatum
SH194819.07FU_JX270380_reps	6	3	4	1	7	3	0	2	2	18	0	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Trichosporonales;f__Trichosporonaceae;g__Trichosporon;s__Trichosporon laibachii
SH197647.07FU_JF747124_reps	6	2	3	5	6	7	7	5	9	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Sebacina;s__Sebacina sp
SH194008.07FU_HQ846992_refs	6	6	3	6	2	4	9	3	8	0	0	k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota sp
SH201106.07FU_FJ903330_reps	6	9	8	7	7	5	10	10	10	1	0	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Trichosporonales;f__Trichosporonaceae;g__Trichosporon;s__Trichosporon dehoogii
SH174319.07FU_KC457013_reps	6	15	18	7	16	15	8	17	15	7	201	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Mycoarthris;s__Mycoarthris corallina
